MMM yyyy Week,Year Quarter,Fiscal Month Letter,Is Current Year Flag,Is Before Latest Date within Data? Flag,Calendar Date,Fiscal Year Month Number,Fiscal Month Short Name,Fiscal Quarter,Fiscal Year,Fiscal Month,Fiscal Month Long Name,Fiscal Week Number,Year + Month
Apr 2024 week 14,2024Qtr 2,A​​​​,False,True,2-Apr-24,202404,Apr,Qtr 2,2024,4,April,14,Apr 2024
Apr 2024 week 15,2024Qtr 2,A​​​​,False,True,11-Apr-24,202404,Apr,Qtr 2,2024,4,April,15,Apr 2024
Apr 2024 week 15,2024Qtr 2,A​​​​,False,True,13-Apr-24,202404,Apr,Qtr 2,2024,4,April,15,Apr 2024
Apr 2024 week 15,2024Qtr 2,A​​​​,False,True,9-Apr-24,202404,Apr,Qtr 2,2024,4,April,15,Apr 2024
Apr 2024 week 15,2024Qtr 2,A​​​​,False,True,14-Apr-24,202404,Apr,Qtr 2,2024,4,April,15,Apr 2024
Apr 2024 week 15,2024Qtr 2,A​​​​,False,True,8-Apr-24,202404,Apr,Qtr 2,2024,4,April,15,Apr 2024
Apr 2024 week 15,2024Qtr 2,A​​​​,False,True,10-Apr-24,202404,Apr,Qtr 2,2024,4,April,15,Apr 2024
Apr 2024 week 15,2024Qtr 2,A​​​​,False,True,12-Apr-24,202404,Apr,Qtr 2,2024,4,April,15,Apr 2024
Apr 2024 week 16,2024Qtr 2,A​​​​,False,True,19-Apr-24,202404,Apr,Qtr 2,2024,4,April,16,Apr 2024
Apr 2024 week 16,2024Qtr 2,A​​​​,False,True,17-Apr-24,202404,Apr,Qtr 2,2024,4,April,16,Apr 2024
Apr 2024 week 16,2024Qtr 2,A​​​​,False,True,15-Apr-24,202404,Apr,Qtr 2,2024,4,April,16,Apr 2024
Apr 2024 week 16,2024Qtr 2,A​​​​,False,True,20-Apr-24,202404,Apr,Qtr 2,2024,4,April,16,Apr 2024
Apr 2024 week 16,2024Qtr 2,A​​​​,False,True,18-Apr-24,202404,Apr,Qtr 2,2024,4,April,16,Apr 2024
Apr 2024 week 16,2024Qtr 2,A​​​​,False,True,21-Apr-24,202404,Apr,Qtr 2,2024,4,April,16,Apr 2024
Apr 2024 week 16,2024Qtr 2,A​​​​,False,True,16-Apr-24,202404,Apr,Qtr 2,2024,4,April,16,Apr 2024
Apr 2024 week 17,2024Qtr 2,A​​​​,False,True,28-Apr-24,202404,Apr,Qtr 2,2024,4,April,17,Apr 2024
Apr 2024 week 17,2024Qtr 2,A​​​​,False,True,26-Apr-24,202404,Apr,Qtr 2,2024,4,April,17,Apr 2024
Apr 2024 week 17,2024Qtr 2,A​​​​,False,True,22-Apr-24,202404,Apr,Qtr 2,2024,4,April,17,Apr 2024
Apr 2024 week 17,2024Qtr 2,A​​​​,False,True,24-Apr-24,202404,Apr,Qtr 2,2024,4,April,17,Apr 2024
Apr 2024 week 17,2024Qtr 2,A​​​​,False,True,27-Apr-24,202404,Apr,Qtr 2,2024,4,April,17,Apr 2024
Apr 2024 week 17,2024Qtr 2,A​​​​,False,True,23-Apr-24,202404,Apr,Qtr 2,2024,4,April,17,Apr 2024
Apr 2024 week 17,2024Qtr 2,A​​​​,False,True,25-Apr-24,202404,Apr,Qtr 2,2024,4,April,17,Apr 2024
May 2024 week 18,2024Qtr 2,M​​​​​,False,True,1-May-24,202405,May,Qtr 2,2024,5,May,18,May 2024
May 2024 week 18,2024Qtr 2,M​​​​​,False,True,30-Apr-24,202405,May,Qtr 2,2024,5,May,18,May 2024
May 2024 week 18,2024Qtr 2,M​​​​​,False,True,4-May-24,202405,May,Qtr 2,2024,5,May,18,May 2024
May 2024 week 18,2024Qtr 2,M​​​​​,False,True,2-May-24,202405,May,Qtr 2,2024,5,May,18,May 2024
May 2024 week 18,2024Qtr 2,M​​​​​,False,True,29-Apr-24,202405,May,Qtr 2,2024,5,May,18,May 2024
May 2024 week 18,2024Qtr 2,M​​​​​,False,True,5-May-24,202405,May,Qtr 2,2024,5,May,18,May 2024
May 2024 week 18,2024Qtr 2,M​​​​​,False,True,3-May-24,202405,May,Qtr 2,2024,5,May,18,May 2024
May 2024 week 19,2024Qtr 2,M​​​​​,False,True,12-May-24,202405,May,Qtr 2,2024,5,May,19,May 2024
May 2024 week 19,2024Qtr 2,M​​​​​,False,True,8-May-24,202405,May,Qtr 2,2024,5,May,19,May 2024
May 2024 week 19,2024Qtr 2,M​​​​​,False,True,10-May-24,202405,May,Qtr 2,2024,5,May,19,May 2024
May 2024 week 19,2024Qtr 2,M​​​​​,False,True,6-May-24,202405,May,Qtr 2,2024,5,May,19,May 2024
May 2024 week 19,2024Qtr 2,M​​​​​,False,True,7-May-24,202405,May,Qtr 2,2024,5,May,19,May 2024
May 2024 week 19,2024Qtr 2,M​​​​​,False,True,9-May-24,202405,May,Qtr 2,2024,5,May,19,May 2024
May 2024 week 19,2024Qtr 2,M​​​​​,False,True,11-May-24,202405,May,Qtr 2,2024,5,May,19,May 2024
May 2024 week 20,2024Qtr 2,M​​​​​,False,True,14-May-24,202405,May,Qtr 2,2024,5,May,20,May 2024
May 2024 week 20,2024Qtr 2,M​​​​​,False,True,18-May-24,202405,May,Qtr 2,2024,5,May,20,May 2024
May 2024 week 20,2024Qtr 2,M​​​​​,False,True,16-May-24,202405,May,Qtr 2,2024,5,May,20,May 2024
May 2024 week 20,2024Qtr 2,M​​​​​,False,True,15-May-24,202405,May,Qtr 2,2024,5,May,20,May 2024
May 2024 week 20,2024Qtr 2,M​​​​​,False,True,13-May-24,202405,May,Qtr 2,2024,5,May,20,May 2024
May 2024 week 20,2024Qtr 2,M​​​​​,False,True,19-May-24,202405,May,Qtr 2,2024,5,May,20,May 2024
May 2024 week 20,2024Qtr 2,M​​​​​,False,True,17-May-24,202405,May,Qtr 2,2024,5,May,20,May 2024
May 2024 week 21,2024Qtr 2,M​​​​​,False,True,22-May-24,202405,May,Qtr 2,2024,5,May,21,May 2024
May 2024 week 21,2024Qtr 2,M​​​​​,False,True,20-May-24,202405,May,Qtr 2,2024,5,May,21,May 2024
May 2024 week 21,2024Qtr 2,M​​​​​,False,True,23-May-24,202405,May,Qtr 2,2024,5,May,21,May 2024
May 2024 week 21,2024Qtr 2,M​​​​​,False,True,25-May-24,202405,May,Qtr 2,2024,5,May,21,May 2024
May 2024 week 21,2024Qtr 2,M​​​​​,False,True,21-May-24,202405,May,Qtr 2,2024,5,May,21,May 2024
May 2024 week 21,2024Qtr 2,M​​​​​,False,True,26-May-24,202405,May,Qtr 2,2024,5,May,21,May 2024
May 2024 week 21,2024Qtr 2,M​​​​​,False,True,24-May-24,202405,May,Qtr 2,2024,5,May,21,May 2024
Apr 2025 week 14,2025Qtr 2,A​​​​,True,True,31-Mar-25,202504,Apr,Qtr 2,2025,4,April,14,Apr 2025
Apr 2025 week 14,2025Qtr 2,A​​​​,True,True,3-Apr-25,202504,Apr,Qtr 2,2025,4,April,14,Apr 2025
Apr 2025 week 14,2025Qtr 2,A​​​​,True,True,5-Apr-25,202504,Apr,Qtr 2,2025,4,April,14,Apr 2025
Apr 2025 week 14,2025Qtr 2,A​​​​,True,True,1-Apr-25,202504,Apr,Qtr 2,2025,4,April,14,Apr 2025
Apr 2025 week 14,2025Qtr 2,A​​​​,True,True,6-Apr-25,202504,Apr,Qtr 2,2025,4,April,14,Apr 2025
Apr 2025 week 14,2025Qtr 2,A​​​​,True,True,4-Apr-25,202504,Apr,Qtr 2,2025,4,April,14,Apr 2025
Apr 2025 week 14,2025Qtr 2,A​​​​,True,True,2-Apr-25,202504,Apr,Qtr 2,2025,4,April,14,Apr 2025
Apr 2025 week 15,2025Qtr 2,A​​​​,True,True,13-Apr-25,202504,Apr,Qtr 2,2025,4,April,15,Apr 2025
Apr 2025 week 15,2025Qtr 2,A​​​​,True,True,11-Apr-25,202504,Apr,Qtr 2,2025,4,April,15,Apr 2025
Apr 2025 week 15,2025Qtr 2,A​​​​,True,True,7-Apr-25,202504,Apr,Qtr 2,2025,4,April,15,Apr 2025
Apr 2025 week 15,2025Qtr 2,A​​​​,True,True,9-Apr-25,202504,Apr,Qtr 2,2025,4,April,15,Apr 2025
Apr 2025 week 15,2025Qtr 2,A​​​​,True,True,10-Apr-25,202504,Apr,Qtr 2,2025,4,April,15,Apr 2025
Apr 2025 week 15,2025Qtr 2,A​​​​,True,True,8-Apr-25,202504,Apr,Qtr 2,2025,4,April,15,Apr 2025
Apr 2025 week 15,2025Qtr 2,A​​​​,True,True,12-Apr-25,202504,Apr,Qtr 2,2025,4,April,15,Apr 2025
Apr 2025 week 16,2025Qtr 2,A​​​​,True,True,20-Apr-25,202504,Apr,Qtr 2,2025,4,April,16,Apr 2025
Apr 2025 week 16,2025Qtr 2,A​​​​,True,True,18-Apr-25,202504,Apr,Qtr 2,2025,4,April,16,Apr 2025
Apr 2025 week 16,2025Qtr 2,A​​​​,True,True,16-Apr-25,202504,Apr,Qtr 2,2025,4,April,16,Apr 2025
Apr 2025 week 16,2025Qtr 2,A​​​​,True,True,14-Apr-25,202504,Apr,Qtr 2,2025,4,April,16,Apr 2025
Apr 2025 week 16,2025Qtr 2,A​​​​,True,True,19-Apr-25,202504,Apr,Qtr 2,2025,4,April,16,Apr 2025
Apr 2025 week 16,2025Qtr 2,A​​​​,True,True,15-Apr-25,202504,Apr,Qtr 2,2025,4,April,16,Apr 2025
Apr 2025 week 16,2025Qtr 2,A​​​​,True,True,17-Apr-25,202504,Apr,Qtr 2,2025,4,April,16,Apr 2025
Apr 2025 week 17,2025Qtr 2,A​​​​,True,True,22-Apr-25,202504,Apr,Qtr 2,2025,4,April,17,Apr 2025
Apr 2025 week 17,2025Qtr 2,A​​​​,True,True,24-Apr-25,202504,Apr,Qtr 2,2025,4,April,17,Apr 2025
Apr 2025 week 17,2025Qtr 2,A​​​​,True,True,27-Apr-25,202504,Apr,Qtr 2,2025,4,April,17,Apr 2025
Apr 2025 week 17,2025Qtr 2,A​​​​,True,True,26-Apr-25,202504,Apr,Qtr 2,2025,4,April,17,Apr 2025
Apr 2025 week 17,2025Qtr 2,A​​​​,True,True,25-Apr-25,202504,Apr,Qtr 2,2025,4,April,17,Apr 2025
Apr 2025 week 17,2025Qtr 2,A​​​​,True,True,21-Apr-25,202504,Apr,Qtr 2,2025,4,April,17,Apr 2025
Apr 2025 week 17,2025Qtr 2,A​​​​,True,True,23-Apr-25,202504,Apr,Qtr 2,2025,4,April,17,Apr 2025
May 2025 week 18,2025Qtr 2,M​​​​​,True,True,30-Apr-25,202505,May,Qtr 2,2025,5,May,18,May 2025
May 2025 week 18,2025Qtr 2,M​​​​​,True,True,4-May-25,202505,May,Qtr 2,2025,5,May,18,May 2025
May 2025 week 18,2025Qtr 2,M​​​​​,True,True,28-Apr-25,202505,May,Qtr 2,2025,5,May,18,May 2025
May 2025 week 18,2025Qtr 2,M​​​​​,True,True,2-May-25,202505,May,Qtr 2,2025,5,May,18,May 2025
May 2025 week 18,2025Qtr 2,M​​​​​,True,True,29-Apr-25,202505,May,Qtr 2,2025,5,May,18,May 2025
May 2025 week 18,2025Qtr 2,M​​​​​,True,True,3-May-25,202505,May,Qtr 2,2025,5,May,18,May 2025
May 2025 week 18,2025Qtr 2,M​​​​​,True,True,1-May-25,202505,May,Qtr 2,2025,5,May,18,May 2025
May 2025 week 19,2025Qtr 2,M​​​​​,True,True,10-May-25,202505,May,Qtr 2,2025,5,May,19,May 2025
May 2025 week 19,2025Qtr 2,M​​​​​,True,True,8-May-25,202505,May,Qtr 2,2025,5,May,19,May 2025
May 2025 week 19,2025Qtr 2,M​​​​​,True,True,6-May-25,202505,May,Qtr 2,2025,5,May,19,May 2025
May 2025 week 19,2025Qtr 2,M​​​​​,True,True,5-May-25,202505,May,Qtr 2,2025,5,May,19,May 2025
May 2025 week 19,2025Qtr 2,M​​​​​,True,True,9-May-25,202505,May,Qtr 2,2025,5,May,19,May 2025
May 2025 week 19,2025Qtr 2,M​​​​​,True,True,11-May-25,202505,May,Qtr 2,2025,5,May,19,May 2025
May 2025 week 19,2025Qtr 2,M​​​​​,True,True,7-May-25,202505,May,Qtr 2,2025,5,May,19,May 2025
May 2025 week 20,2025Qtr 2,M​​​​​,True,True,12-May-25,202505,May,Qtr 2,2025,5,May,20,May 2025
May 2025 week 20,2025Qtr 2,M​​​​​,True,True,14-May-25,202505,May,Qtr 2,2025,5,May,20,May 2025
May 2025 week 20,2025Qtr 2,M​​​​​,True,True,15-May-25,202505,May,Qtr 2,2025,5,May,20,May 2025
May 2025 week 20,2025Qtr 2,M​​​​​,True,True,17-May-25,202505,May,Qtr 2,2025,5,May,20,May 2025
May 2025 week 20,2025Qtr 2,M​​​​​,True,True,18-May-25,202505,May,Qtr 2,2025,5,May,20,May 2025
May 2025 week 20,2025Qtr 2,M​​​​​,True,True,16-May-25,202505,May,Qtr 2,2025,5,May,20,May 2025
May 2025 week 20,2025Qtr 2,M​​​​​,True,True,13-May-25,202505,May,Qtr 2,2025,5,May,20,May 2025
May 2025 week 21,2025Qtr 2,M​​​​​,True,True,25-May-25,202505,May,Qtr 2,2025,5,May,21,May 2025
May 2025 week 21,2025Qtr 2,M​​​​​,True,True,23-May-25,202505,May,Qtr 2,2025,5,May,21,May 2025
May 2025 week 21,2025Qtr 2,M​​​​​,True,True,19-May-25,202505,May,Qtr 2,2025,5,May,21,May 2025
May 2025 week 21,2025Qtr 2,M​​​​​,True,True,21-May-25,202505,May,Qtr 2,2025,5,May,21,May 2025
May 2025 week 21,2025Qtr 2,M​​​​​,True,True,24-May-25,202505,May,Qtr 2,2025,5,May,21,May 2025
May 2025 week 21,2025Qtr 2,M​​​​​,True,True,22-May-25,202505,May,Qtr 2,2025,5,May,21,May 2025
May 2025 week 21,2025Qtr 2,M​​​​​,True,True,20-May-25,202505,May,Qtr 2,2025,5,May,21,May 2025
Jun 2024 week 22,2024Qtr 2,J​​​​​​,False,True,2-Jun-24,202406,Jun,Qtr 2,2024,6,June,22,Jun 2024
Jun 2024 week 22,2024Qtr 2,J​​​​​​,False,True,1-Jun-24,202406,Jun,Qtr 2,2024,6,June,22,Jun 2024
Jun 2024 week 22,2024Qtr 2,J​​​​​​,False,True,27-May-24,202406,Jun,Qtr 2,2024,6,June,22,Jun 2024
Jun 2024 week 22,2024Qtr 2,J​​​​​​,False,True,29-May-24,202406,Jun,Qtr 2,2024,6,June,22,Jun 2024
Jun 2024 week 22,2024Qtr 2,J​​​​​​,False,True,31-May-24,202406,Jun,Qtr 2,2024,6,June,22,Jun 2024
Jun 2024 week 22,2024Qtr 2,J​​​​​​,False,True,28-May-24,202406,Jun,Qtr 2,2024,6,June,22,Jun 2024
Jun 2024 week 22,2024Qtr 2,J​​​​​​,False,True,30-May-24,202406,Jun,Qtr 2,2024,6,June,22,Jun 2024
Jun 2024 week 23,2024Qtr 2,J​​​​​​,False,True,4-Jun-24,202406,Jun,Qtr 2,2024,6,June,23,Jun 2024
Jun 2024 week 23,2024Qtr 2,J​​​​​​,False,True,9-Jun-24,202406,Jun,Qtr 2,2024,6,June,23,Jun 2024
Jun 2024 week 23,2024Qtr 2,J​​​​​​,False,True,7-Jun-24,202406,Jun,Qtr 2,2024,6,June,23,Jun 2024
Jun 2024 week 23,2024Qtr 2,J​​​​​​,False,True,3-Jun-24,202406,Jun,Qtr 2,2024,6,June,23,Jun 2024
Jun 2024 week 23,2024Qtr 2,J​​​​​​,False,True,5-Jun-24,202406,Jun,Qtr 2,2024,6,June,23,Jun 2024
Jun 2024 week 23,2024Qtr 2,J​​​​​​,False,True,6-Jun-24,202406,Jun,Qtr 2,2024,6,June,23,Jun 2024
Jun 2024 week 23,2024Qtr 2,J​​​​​​,False,True,8-Jun-24,202406,Jun,Qtr 2,2024,6,June,23,Jun 2024
Jun 2024 week 24,2024Qtr 2,J​​​​​​,False,True,15-Jun-24,202406,Jun,Qtr 2,2024,6,June,24,Jun 2024
Jun 2024 week 24,2024Qtr 2,J​​​​​​,False,True,11-Jun-24,202406,Jun,Qtr 2,2024,6,June,24,Jun 2024
Jun 2024 week 24,2024Qtr 2,J​​​​​​,False,True,13-Jun-24,202406,Jun,Qtr 2,2024,6,June,24,Jun 2024
Jun 2024 week 24,2024Qtr 2,J​​​​​​,False,True,16-Jun-24,202406,Jun,Qtr 2,2024,6,June,24,Jun 2024
Jun 2024 week 24,2024Qtr 2,J​​​​​​,False,True,14-Jun-24,202406,Jun,Qtr 2,2024,6,June,24,Jun 2024
Jun 2024 week 24,2024Qtr 2,J​​​​​​,False,True,10-Jun-24,202406,Jun,Qtr 2,2024,6,June,24,Jun 2024
Jun 2024 week 24,2024Qtr 2,J​​​​​​,False,True,12-Jun-24,202406,Jun,Qtr 2,2024,6,June,24,Jun 2024
Jun 2024 week 25,2024Qtr 2,J​​​​​​,False,True,23-Jun-24,202406,Jun,Qtr 2,2024,6,June,25,Jun 2024
Jun 2024 week 25,2024Qtr 2,J​​​​​​,False,True,21-Jun-24,202406,Jun,Qtr 2,2024,6,June,25,Jun 2024
Jun 2024 week 25,2024Qtr 2,J​​​​​​,False,True,19-Jun-24,202406,Jun,Qtr 2,2024,6,June,25,Jun 2024
Jun 2024 week 25,2024Qtr 2,J​​​​​​,False,True,17-Jun-24,202406,Jun,Qtr 2,2024,6,June,25,Jun 2024
Jun 2024 week 25,2024Qtr 2,J​​​​​​,False,True,22-Jun-24,202406,Jun,Qtr 2,2024,6,June,25,Jun 2024
Jun 2024 week 25,2024Qtr 2,J​​​​​​,False,True,20-Jun-24,202406,Jun,Qtr 2,2024,6,June,25,Jun 2024
Jun 2024 week 25,2024Qtr 2,J​​​​​​,False,True,18-Jun-24,202406,Jun,Qtr 2,2024,6,June,25,Jun 2024
Jun 2024 week 26,2024Qtr 2,J​​​​​​,False,True,30-Jun-24,202406,Jun,Qtr 2,2024,6,June,26,Jun 2024
Jun 2024 week 26,2024Qtr 2,J​​​​​​,False,True,28-Jun-24,202406,Jun,Qtr 2,2024,6,June,26,Jun 2024
Jun 2024 week 26,2024Qtr 2,J​​​​​​,False,True,24-Jun-24,202406,Jun,Qtr 2,2024,6,June,26,Jun 2024
Jun 2024 week 26,2024Qtr 2,J​​​​​​,False,True,25-Jun-24,202406,Jun,Qtr 2,2024,6,June,26,Jun 2024
Jun 2024 week 26,2024Qtr 2,J​​​​​​,False,True,26-Jun-24,202406,Jun,Qtr 2,2024,6,June,26,Jun 2024
Jun 2024 week 26,2024Qtr 2,J​​​​​​,False,True,29-Jun-24,202406,Jun,Qtr 2,2024,6,June,26,Jun 2024
Jun 2024 week 26,2024Qtr 2,J​​​​​​,False,True,27-Jun-24,202406,Jun,Qtr 2,2024,6,June,26,Jun 2024
Jun 2025 week 22,2025Qtr 2,J​​​​​​,True,True,31-May-25,202506,Jun,Qtr 2,2025,6,June,22,Jun 2025
Jun 2025 week 22,2025Qtr 2,J​​​​​​,True,True,27-May-25,202506,Jun,Qtr 2,2025,6,June,22,Jun 2025
Jun 2025 week 22,2025Qtr 2,J​​​​​​,True,True,29-May-25,202506,Jun,Qtr 2,2025,6,June,22,Jun 2025
Jun 2025 week 22,2025Qtr 2,J​​​​​​,True,True,1-Jun-25,202506,Jun,Qtr 2,2025,6,June,22,Jun 2025
Jun 2025 week 22,2025Qtr 2,J​​​​​​,True,True,30-May-25,202506,Jun,Qtr 2,2025,6,June,22,Jun 2025
Jun 2025 week 22,2025Qtr 2,J​​​​​​,True,True,26-May-25,202506,Jun,Qtr 2,2025,6,June,22,Jun 2025
Jun 2025 week 22,2025Qtr 2,J​​​​​​,True,True,28-May-25,202506,Jun,Qtr 2,2025,6,June,22,Jun 2025
Jun 2025 week 23,2025Qtr 2,J​​​​​​,True,True,7-Jun-25,202506,Jun,Qtr 2,2025,6,June,23,Jun 2025
Jun 2025 week 23,2025Qtr 2,J​​​​​​,True,True,3-Jun-25,202506,Jun,Qtr 2,2025,6,June,23,Jun 2025
Jun 2025 week 23,2025Qtr 2,J​​​​​​,True,True,5-Jun-25,202506,Jun,Qtr 2,2025,6,June,23,Jun 2025
Jun 2025 week 23,2025Qtr 2,J​​​​​​,True,True,2-Jun-25,202506,Jun,Qtr 2,2025,6,June,23,Jun 2025
Jun 2025 week 23,2025Qtr 2,J​​​​​​,True,True,8-Jun-25,202506,Jun,Qtr 2,2025,6,June,23,Jun 2025
Jun 2025 week 23,2025Qtr 2,J​​​​​​,True,True,6-Jun-25,202506,Jun,Qtr 2,2025,6,June,23,Jun 2025
Jun 2025 week 23,2025Qtr 2,J​​​​​​,True,True,4-Jun-25,202506,Jun,Qtr 2,2025,6,June,23,Jun 2025
Jun 2025 week 24,2025Qtr 2,J​​​​​​,True,False,15-Jun-25,202506,Jun,Qtr 2,2025,6,June,24,Jun 2025
Jun 2025 week 24,2025Qtr 2,J​​​​​​,True,True,13-Jun-25,202506,Jun,Qtr 2,2025,6,June,24,Jun 2025
Jun 2025 week 24,2025Qtr 2,J​​​​​​,True,True,11-Jun-25,202506,Jun,Qtr 2,2025,6,June,24,Jun 2025
Jun 2025 week 24,2025Qtr 2,J​​​​​​,True,True,9-Jun-25,202506,Jun,Qtr 2,2025,6,June,24,Jun 2025
Jun 2025 week 24,2025Qtr 2,J​​​​​​,True,True,10-Jun-25,202506,Jun,Qtr 2,2025,6,June,24,Jun 2025
Jun 2025 week 24,2025Qtr 2,J​​​​​​,True,False,14-Jun-25,202506,Jun,Qtr 2,2025,6,June,24,Jun 2025
Jun 2025 week 24,2025Qtr 2,J​​​​​​,True,True,12-Jun-25,202506,Jun,Qtr 2,2025,6,June,24,Jun 2025
Jun 2025 week 25,2025Qtr 2,J​​​​​​,True,False,22-Jun-25,202506,Jun,Qtr 2,2025,6,June,25,Jun 2025
Jun 2025 week 25,2025Qtr 2,J​​​​​​,True,False,18-Jun-25,202506,Jun,Qtr 2,2025,6,June,25,Jun 2025
Jun 2025 week 25,2025Qtr 2,J​​​​​​,True,False,20-Jun-25,202506,Jun,Qtr 2,2025,6,June,25,Jun 2025
Jun 2025 week 25,2025Qtr 2,J​​​​​​,True,False,16-Jun-25,202506,Jun,Qtr 2,2025,6,June,25,Jun 2025
Jun 2025 week 25,2025Qtr 2,J​​​​​​,True,False,19-Jun-25,202506,Jun,Qtr 2,2025,6,June,25,Jun 2025
Jun 2025 week 25,2025Qtr 2,J​​​​​​,True,False,17-Jun-25,202506,Jun,Qtr 2,2025,6,June,25,Jun 2025
Jun 2025 week 25,2025Qtr 2,J​​​​​​,True,False,21-Jun-25,202506,Jun,Qtr 2,2025,6,June,25,Jun 2025
Jun 2025 week 26,2025Qtr 2,J​​​​​​,True,False,28-Jun-25,202506,Jun,Qtr 2,2025,6,June,26,Jun 2025
Jun 2025 week 26,2025Qtr 2,J​​​​​​,True,False,26-Jun-25,202506,Jun,Qtr 2,2025,6,June,26,Jun 2025
Jun 2025 week 26,2025Qtr 2,J​​​​​​,True,False,24-Jun-25,202506,Jun,Qtr 2,2025,6,June,26,Jun 2025
Jun 2025 week 26,2025Qtr 2,J​​​​​​,True,False,29-Jun-25,202506,Jun,Qtr 2,2025,6,June,26,Jun 2025
Jun 2025 week 26,2025Qtr 2,J​​​​​​,True,False,23-Jun-25,202506,Jun,Qtr 2,2025,6,June,26,Jun 2025
Jun 2025 week 26,2025Qtr 2,J​​​​​​,True,False,27-Jun-25,202506,Jun,Qtr 2,2025,6,June,26,Jun 2025
Jun 2025 week 26,2025Qtr 2,J​​​​​​,True,False,25-Jun-25,202506,Jun,Qtr 2,2025,6,June,26,Jun 2025
Jul 2025 week 27,2025Qtr 3,J​​​​​​​,True,False,30-Jun-25,202507,Jul,Qtr 3,2025,7,July,27,Jul 2025
Jul 2024 week 27,2024Qtr 3,J​​​​​​​,False,True,5-Jul-24,202407,Jul,Qtr 3,2024,7,July,27,Jul 2024
Jul 2024 week 27,2024Qtr 3,J​​​​​​​,False,True,1-Jul-24,202407,Jul,Qtr 3,2024,7,July,27,Jul 2024
Jul 2024 week 27,2024Qtr 3,J​​​​​​​,False,True,3-Jul-24,202407,Jul,Qtr 3,2024,7,July,27,Jul 2024
Jul 2024 week 27,2024Qtr 3,J​​​​​​​,False,True,4-Jul-24,202407,Jul,Qtr 3,2024,7,July,27,Jul 2024
Jul 2024 week 27,2024Qtr 3,J​​​​​​​,False,True,6-Jul-24,202407,Jul,Qtr 3,2024,7,July,27,Jul 2024
Jul 2024 week 27,2024Qtr 3,J​​​​​​​,False,True,2-Jul-24,202407,Jul,Qtr 3,2024,7,July,27,Jul 2024
Jul 2024 week 27,2024Qtr 3,J​​​​​​​,False,True,7-Jul-24,202407,Jul,Qtr 3,2024,7,July,27,Jul 2024
Jul 2024 week 28,2024Qtr 3,J​​​​​​​,False,True,8-Jul-24,202407,Jul,Qtr 3,2024,7,July,28,Jul 2024
Jul 2024 week 28,2024Qtr 3,J​​​​​​​,False,True,10-Jul-24,202407,Jul,Qtr 3,2024,7,July,28,Jul 2024
Jul 2024 week 28,2024Qtr 3,J​​​​​​​,False,True,12-Jul-24,202407,Jul,Qtr 3,2024,7,July,28,Jul 2024
