MMM yyyy Week,Year Quarter,Fiscal Month Letter,Is Current Year Flag,Is Before Latest Date within Data? Flag,Calendar Date,Fiscal Year Month Number,Fiscal Month Short Name,Fiscal Quarter,Fiscal Year,Fiscal Month,Fiscal Month Long Name,Fiscal Week Number,Year + Month
Jul 2024 week 28,2024Qtr 3,J​​​​​​​,False,True,14-Jul-24,202407,Jul,Qtr 3,2024,7,July,28,Jul 2024
Jul 2024 week 28,2024Qtr 3,J​​​​​​​,False,True,13-Jul-24,202407,Jul,Qtr 3,2024,7,July,28,Jul 2024
Jul 2024 week 28,2024Qtr 3,J​​​​​​​,False,True,11-Jul-24,202407,Jul,Qtr 3,2024,7,July,28,Jul 2024
Jul 2024 week 28,2024Qtr 3,J​​​​​​​,False,True,9-Jul-24,202407,Jul,Qtr 3,2024,7,July,28,Jul 2024
Jul 2024 week 29,2024Qtr 3,J​​​​​​​,False,True,20-Jul-24,202407,Jul,Qtr 3,2024,7,July,29,Jul 2024
Jul 2024 week 29,2024Qtr 3,J​​​​​​​,False,True,16-Jul-24,202407,Jul,Qtr 3,2024,7,July,29,Jul 2024
Jul 2024 week 29,2024Qtr 3,J​​​​​​​,False,True,18-Jul-24,202407,Jul,Qtr 3,2024,7,July,29,Jul 2024
Jul 2024 week 29,2024Qtr 3,J​​​​​​​,False,True,21-Jul-24,202407,Jul,Qtr 3,2024,7,July,29,Jul 2024
Jul 2024 week 29,2024Qtr 3,J​​​​​​​,False,True,15-Jul-24,202407,Jul,Qtr 3,2024,7,July,29,Jul 2024
Jul 2024 week 29,2024Qtr 3,J​​​​​​​,False,True,19-Jul-24,202407,Jul,Qtr 3,2024,7,July,29,Jul 2024
Jul 2024 week 29,2024Qtr 3,J​​​​​​​,False,True,17-Jul-24,202407,Jul,Qtr 3,2024,7,July,29,Jul 2024
Jul 2024 week 30,2024Qtr 3,J​​​​​​​,False,True,26-Jul-24,202407,Jul,Qtr 3,2024,7,July,30,Jul 2024
Jul 2024 week 30,2024Qtr 3,J​​​​​​​,False,True,24-Jul-24,202407,Jul,Qtr 3,2024,7,July,30,Jul 2024
Jul 2024 week 30,2024Qtr 3,J​​​​​​​,False,True,27-Jul-24,202407,Jul,Qtr 3,2024,7,July,30,Jul 2024
Jul 2024 week 30,2024Qtr 3,J​​​​​​​,False,True,22-Jul-24,202407,Jul,Qtr 3,2024,7,July,30,Jul 2024
Jul 2024 week 30,2024Qtr 3,J​​​​​​​,False,True,25-Jul-24,202407,Jul,Qtr 3,2024,7,July,30,Jul 2024
Jul 2024 week 30,2024Qtr 3,J​​​​​​​,False,True,23-Jul-24,202407,Jul,Qtr 3,2024,7,July,30,Jul 2024
Jul 2024 week 30,2024Qtr 3,J​​​​​​​,False,True,28-Jul-24,202407,Jul,Qtr 3,2024,7,July,30,Jul 2024
Aug 2024 week 31,2024Qtr 3,A​​​​​​​​,False,True,4-Aug-24,202408,Aug,Qtr 3,2024,8,August,31,Aug 2024
Aug 2024 week 31,2024Qtr 3,A​​​​​​​​,False,True,2-Aug-24,202408,Aug,Qtr 3,2024,8,August,31,Aug 2024
Aug 2024 week 31,2024Qtr 3,A​​​​​​​​,False,True,31-Jul-24,202408,Aug,Qtr 3,2024,8,August,31,Aug 2024
Aug 2024 week 31,2024Qtr 3,A​​​​​​​​,False,True,29-Jul-24,202408,Aug,Qtr 3,2024,8,August,31,Aug 2024
Aug 2024 week 31,2024Qtr 3,A​​​​​​​​,False,True,1-Aug-24,202408,Aug,Qtr 3,2024,8,August,31,Aug 2024
Aug 2024 week 31,2024Qtr 3,A​​​​​​​​,False,True,3-Aug-24,202408,Aug,Qtr 3,2024,8,August,31,Aug 2024
Aug 2024 week 31,2024Qtr 3,A​​​​​​​​,False,True,30-Jul-24,202408,Aug,Qtr 3,2024,8,August,31,Aug 2024
Aug 2024 week 32,2024Qtr 3,A​​​​​​​​,False,True,6-Aug-24,202408,Aug,Qtr 3,2024,8,August,32,Aug 2024
Aug 2024 week 32,2024Qtr 3,A​​​​​​​​,False,True,8-Aug-24,202408,Aug,Qtr 3,2024,8,August,32,Aug 2024
Aug 2024 week 32,2024Qtr 3,A​​​​​​​​,False,True,9-Aug-24,202408,Aug,Qtr 3,2024,8,August,32,Aug 2024
Aug 2024 week 32,2024Qtr 3,A​​​​​​​​,False,True,7-Aug-24,202408,Aug,Qtr 3,2024,8,August,32,Aug 2024
Aug 2024 week 32,2024Qtr 3,A​​​​​​​​,False,True,11-Aug-24,202408,Aug,Qtr 3,2024,8,August,32,Aug 2024
Aug 2024 week 32,2024Qtr 3,A​​​​​​​​,False,True,5-Aug-24,202408,Aug,Qtr 3,2024,8,August,32,Aug 2024
Aug 2024 week 32,2024Qtr 3,A​​​​​​​​,False,True,10-Aug-24,202408,Aug,Qtr 3,2024,8,August,32,Aug 2024
Aug 2024 week 33,2024Qtr 3,A​​​​​​​​,False,True,17-Aug-24,202408,Aug,Qtr 3,2024,8,August,33,Aug 2024
Aug 2024 week 33,2024Qtr 3,A​​​​​​​​,False,True,15-Aug-24,202408,Aug,Qtr 3,2024,8,August,33,Aug 2024
Aug 2024 week 33,2024Qtr 3,A​​​​​​​​,False,True,13-Aug-24,202408,Aug,Qtr 3,2024,8,August,33,Aug 2024
Aug 2024 week 33,2024Qtr 3,A​​​​​​​​,False,True,16-Aug-24,202408,Aug,Qtr 3,2024,8,August,33,Aug 2024
Aug 2024 week 33,2024Qtr 3,A​​​​​​​​,False,True,18-Aug-24,202408,Aug,Qtr 3,2024,8,August,33,Aug 2024
Aug 2024 week 33,2024Qtr 3,A​​​​​​​​,False,True,14-Aug-24,202408,Aug,Qtr 3,2024,8,August,33,Aug 2024
Aug 2024 week 33,2024Qtr 3,A​​​​​​​​,False,True,12-Aug-24,202408,Aug,Qtr 3,2024,8,August,33,Aug 2024
Aug 2024 week 34,2024Qtr 3,A​​​​​​​​,False,True,25-Aug-24,202408,Aug,Qtr 3,2024,8,August,34,Aug 2024
Aug 2024 week 34,2024Qtr 3,A​​​​​​​​,False,True,23-Aug-24,202408,Aug,Qtr 3,2024,8,August,34,Aug 2024
Aug 2024 week 34,2024Qtr 3,A​​​​​​​​,False,True,19-Aug-24,202408,Aug,Qtr 3,2024,8,August,34,Aug 2024
Aug 2024 week 34,2024Qtr 3,A​​​​​​​​,False,True,21-Aug-24,202408,Aug,Qtr 3,2024,8,August,34,Aug 2024
Aug 2024 week 34,2024Qtr 3,A​​​​​​​​,False,True,24-Aug-24,202408,Aug,Qtr 3,2024,8,August,34,Aug 2024
Aug 2024 week 34,2024Qtr 3,A​​​​​​​​,False,True,22-Aug-24,202408,Aug,Qtr 3,2024,8,August,34,Aug 2024
Aug 2024 week 34,2024Qtr 3,A​​​​​​​​,False,True,20-Aug-24,202408,Aug,Qtr 3,2024,8,August,34,Aug 2024
Sep 2024 week 35,2024Qtr 3,S​​​​​​​​​,False,True,27-Aug-24,202409,Sep,Qtr 3,2024,9,September,35,Sep 2024
Sep 2024 week 35,2024Qtr 3,S​​​​​​​​​,False,True,1-Sep-24,202409,Sep,Qtr 3,2024,9,September,35,Sep 2024
Sep 2024 week 35,2024Qtr 3,S​​​​​​​​​,False,True,28-Aug-24,202409,Sep,Qtr 3,2024,9,September,35,Sep 2024
Sep 2024 week 35,2024Qtr 3,S​​​​​​​​​,False,True,30-Aug-24,202409,Sep,Qtr 3,2024,9,September,35,Sep 2024
Sep 2024 week 35,2024Qtr 3,S​​​​​​​​​,False,True,31-Aug-24,202409,Sep,Qtr 3,2024,9,September,35,Sep 2024
Sep 2024 week 35,2024Qtr 3,S​​​​​​​​​,False,True,26-Aug-24,202409,Sep,Qtr 3,2024,9,September,35,Sep 2024
Sep 2024 week 35,2024Qtr 3,S​​​​​​​​​,False,True,29-Aug-24,202409,Sep,Qtr 3,2024,9,September,35,Sep 2024
Sep 2024 week 36,2024Qtr 3,S​​​​​​​​​,False,True,7-Sep-24,202409,Sep,Qtr 3,2024,9,September,36,Sep 2024
Sep 2024 week 36,2024Qtr 3,S​​​​​​​​​,False,True,5-Sep-24,202409,Sep,Qtr 3,2024,9,September,36,Sep 2024
Sep 2024 week 36,2024Qtr 3,S​​​​​​​​​,False,True,3-Sep-24,202409,Sep,Qtr 3,2024,9,September,36,Sep 2024
Sep 2024 week 36,2024Qtr 3,S​​​​​​​​​,False,True,6-Sep-24,202409,Sep,Qtr 3,2024,9,September,36,Sep 2024
Sep 2024 week 36,2024Qtr 3,S​​​​​​​​​,False,True,4-Sep-24,202409,Sep,Qtr 3,2024,9,September,36,Sep 2024
Sep 2024 week 36,2024Qtr 3,S​​​​​​​​​,False,True,8-Sep-24,202409,Sep,Qtr 3,2024,9,September,36,Sep 2024
Sep 2024 week 36,2024Qtr 3,S​​​​​​​​​,False,True,2-Sep-24,202409,Sep,Qtr 3,2024,9,September,36,Sep 2024
Sep 2024 week 37,2024Qtr 3,S​​​​​​​​​,False,True,9-Sep-24,202409,Sep,Qtr 3,2024,9,September,37,Sep 2024
Sep 2024 week 37,2024Qtr 3,S​​​​​​​​​,False,True,10-Sep-24,202409,Sep,Qtr 3,2024,9,September,37,Sep 2024
Sep 2024 week 37,2024Qtr 3,S​​​​​​​​​,False,True,12-Sep-24,202409,Sep,Qtr 3,2024,9,September,37,Sep 2024
Sep 2024 week 37,2024Qtr 3,S​​​​​​​​​,False,True,14-Sep-24,202409,Sep,Qtr 3,2024,9,September,37,Sep 2024
Sep 2024 week 37,2024Qtr 3,S​​​​​​​​​,False,True,15-Sep-24,202409,Sep,Qtr 3,2024,9,September,37,Sep 2024
Sep 2024 week 37,2024Qtr 3,S​​​​​​​​​,False,True,13-Sep-24,202409,Sep,Qtr 3,2024,9,September,37,Sep 2024
Sep 2024 week 37,2024Qtr 3,S​​​​​​​​​,False,True,11-Sep-24,202409,Sep,Qtr 3,2024,9,September,37,Sep 2024
Sep 2024 week 38,2024Qtr 3,S​​​​​​​​​,False,True,20-Sep-24,202409,Sep,Qtr 3,2024,9,September,38,Sep 2024
Sep 2024 week 38,2024Qtr 3,S​​​​​​​​​,False,True,22-Sep-24,202409,Sep,Qtr 3,2024,9,September,38,Sep 2024
Sep 2024 week 38,2024Qtr 3,S​​​​​​​​​,False,True,16-Sep-24,202409,Sep,Qtr 3,2024,9,September,38,Sep 2024
Sep 2024 week 38,2024Qtr 3,S​​​​​​​​​,False,True,18-Sep-24,202409,Sep,Qtr 3,2024,9,September,38,Sep 2024
Sep 2024 week 38,2024Qtr 3,S​​​​​​​​​,False,True,19-Sep-24,202409,Sep,Qtr 3,2024,9,September,38,Sep 2024
Sep 2024 week 38,2024Qtr 3,S​​​​​​​​​,False,True,17-Sep-24,202409,Sep,Qtr 3,2024,9,September,38,Sep 2024
Sep 2024 week 38,2024Qtr 3,S​​​​​​​​​,False,True,21-Sep-24,202409,Sep,Qtr 3,2024,9,September,38,Sep 2024
Sep 2024 week 39,2024Qtr 3,S​​​​​​​​​,False,True,26-Sep-24,202409,Sep,Qtr 3,2024,9,September,39,Sep 2024
Sep 2024 week 39,2024Qtr 3,S​​​​​​​​​,False,True,28-Sep-24,202409,Sep,Qtr 3,2024,9,September,39,Sep 2024
Sep 2024 week 39,2024Qtr 3,S​​​​​​​​​,False,True,24-Sep-24,202409,Sep,Qtr 3,2024,9,September,39,Sep 2024
Sep 2024 week 39,2024Qtr 3,S​​​​​​​​​,False,True,25-Sep-24,202409,Sep,Qtr 3,2024,9,September,39,Sep 2024
Sep 2024 week 39,2024Qtr 3,S​​​​​​​​​,False,True,29-Sep-24,202409,Sep,Qtr 3,2024,9,September,39,Sep 2024
Sep 2024 week 39,2024Qtr 3,S​​​​​​​​​,False,True,27-Sep-24,202409,Sep,Qtr 3,2024,9,September,39,Sep 2024
Sep 2024 week 39,2024Qtr 3,S​​​​​​​​​,False,True,23-Sep-24,202409,Sep,Qtr 3,2024,9,September,39,Sep 2024
Oct 2024 week 40,2024Qtr 4,O​​​​​​​​​​,False,True,30-Sep-24,202410,Oct,Qtr 4,2024,10,October,40,Oct 2024
Oct 2024 week 40,2024Qtr 4,O​​​​​​​​​​,False,True,4-Oct-24,202410,Oct,Qtr 4,2024,10,October,40,Oct 2024
Oct 2024 week 40,2024Qtr 4,O​​​​​​​​​​,False,True,6-Oct-24,202410,Oct,Qtr 4,2024,10,October,40,Oct 2024
Oct 2024 week 40,2024Qtr 4,O​​​​​​​​​​,False,True,2-Oct-24,202410,Oct,Qtr 4,2024,10,October,40,Oct 2024
Oct 2024 week 40,2024Qtr 4,O​​​​​​​​​​,False,True,1-Oct-24,202410,Oct,Qtr 4,2024,10,October,40,Oct 2024
Oct 2024 week 40,2024Qtr 4,O​​​​​​​​​​,False,True,3-Oct-24,202410,Oct,Qtr 4,2024,10,October,40,Oct 2024
Oct 2024 week 40,2024Qtr 4,O​​​​​​​​​​,False,True,5-Oct-24,202410,Oct,Qtr 4,2024,10,October,40,Oct 2024
Oct 2024 week 41,2024Qtr 4,O​​​​​​​​​​,False,True,10-Oct-24,202410,Oct,Qtr 4,2024,10,October,41,Oct 2024
Oct 2024 week 41,2024Qtr 4,O​​​​​​​​​​,False,True,12-Oct-24,202410,Oct,Qtr 4,2024,10,October,41,Oct 2024
Oct 2024 week 41,2024Qtr 4,O​​​​​​​​​​,False,True,8-Oct-24,202410,Oct,Qtr 4,2024,10,October,41,Oct 2024
Oct 2024 week 41,2024Qtr 4,O​​​​​​​​​​,False,True,13-Oct-24,202410,Oct,Qtr 4,2024,10,October,41,Oct 2024
Oct 2024 week 41,2024Qtr 4,O​​​​​​​​​​,False,True,9-Oct-24,202410,Oct,Qtr 4,2024,10,October,41,Oct 2024
Oct 2024 week 41,2024Qtr 4,O​​​​​​​​​​,False,True,11-Oct-24,202410,Oct,Qtr 4,2024,10,October,41,Oct 2024
Oct 2024 week 41,2024Qtr 4,O​​​​​​​​​​,False,True,7-Oct-24,202410,Oct,Qtr 4,2024,10,October,41,Oct 2024
Oct 2024 week 42,2024Qtr 4,O​​​​​​​​​​,False,True,17-Oct-24,202410,Oct,Qtr 4,2024,10,October,42,Oct 2024
Oct 2024 week 42,2024Qtr 4,O​​​​​​​​​​,False,True,15-Oct-24,202410,Oct,Qtr 4,2024,10,October,42,Oct 2024
Oct 2024 week 42,2024Qtr 4,O​​​​​​​​​​,False,True,19-Oct-24,202410,Oct,Qtr 4,2024,10,October,42,Oct 2024
Oct 2024 week 42,2024Qtr 4,O​​​​​​​​​​,False,True,18-Oct-24,202410,Oct,Qtr 4,2024,10,October,42,Oct 2024
Oct 2024 week 42,2024Qtr 4,O​​​​​​​​​​,False,True,20-Oct-24,202410,Oct,Qtr 4,2024,10,October,42,Oct 2024
Oct 2024 week 42,2024Qtr 4,O​​​​​​​​​​,False,True,16-Oct-24,202410,Oct,Qtr 4,2024,10,October,42,Oct 2024
Oct 2024 week 42,2024Qtr 4,O​​​​​​​​​​,False,True,14-Oct-24,202410,Oct,Qtr 4,2024,10,October,42,Oct 2024
Oct 2024 week 43,2024Qtr 4,O​​​​​​​​​​,False,True,25-Oct-24,202410,Oct,Qtr 4,2024,10,October,43,Oct 2024
Oct 2024 week 43,2024Qtr 4,O​​​​​​​​​​,False,True,27-Oct-24,202410,Oct,Qtr 4,2024,10,October,43,Oct 2024
Oct 2024 week 43,2024Qtr 4,O​​​​​​​​​​,False,True,23-Oct-24,202410,Oct,Qtr 4,2024,10,October,43,Oct 2024
Oct 2024 week 43,2024Qtr 4,O​​​​​​​​​​,False,True,21-Oct-24,202410,Oct,Qtr 4,2024,10,October,43,Oct 2024
Oct 2024 week 43,2024Qtr 4,O​​​​​​​​​​,False,True,24-Oct-24,202410,Oct,Qtr 4,2024,10,October,43,Oct 2024
Oct 2024 week 43,2024Qtr 4,O​​​​​​​​​​,False,True,22-Oct-24,202410,Oct,Qtr 4,2024,10,October,43,Oct 2024
Oct 2024 week 43,2024Qtr 4,O​​​​​​​​​​,False,True,26-Oct-24,202410,Oct,Qtr 4,2024,10,October,43,Oct 2024
Nov 2024 week 44,2024Qtr 4,N​​​​​​​​​​​,False,True,31-Oct-24,202411,Nov,Qtr 4,2024,11,November,44,Nov 2024
Nov 2024 week 44,2024Qtr 4,N​​​​​​​​​​​,False,True,29-Oct-24,202411,Nov,Qtr 4,2024,11,November,44,Nov 2024
Nov 2024 week 44,2024Qtr 4,N​​​​​​​​​​​,False,True,3-Nov-24,202411,Nov,Qtr 4,2024,11,November,44,Nov 2024
Nov 2024 week 44,2024Qtr 4,N​​​​​​​​​​​,False,True,1-Nov-24,202411,Nov,Qtr 4,2024,11,November,44,Nov 2024
Nov 2024 week 44,2024Qtr 4,N​​​​​​​​​​​,False,True,28-Oct-24,202411,Nov,Qtr 4,2024,11,November,44,Nov 2024
Nov 2024 week 44,2024Qtr 4,N​​​​​​​​​​​,False,True,30-Oct-24,202411,Nov,Qtr 4,2024,11,November,44,Nov 2024
Nov 2024 week 44,2024Qtr 4,N​​​​​​​​​​​,False,True,2-Nov-24,202411,Nov,Qtr 4,2024,11,November,44,Nov 2024
Nov 2024 week 45,2024Qtr 4,N​​​​​​​​​​​,False,True,5-Nov-24,202411,Nov,Qtr 4,2024,11,November,45,Nov 2024
Nov 2024 week 45,2024Qtr 4,N​​​​​​​​​​​,False,True,9-Nov-24,202411,Nov,Qtr 4,2024,11,November,45,Nov 2024
Nov 2024 week 45,2024Qtr 4,N​​​​​​​​​​​,False,True,7-Nov-24,202411,Nov,Qtr 4,2024,11,November,45,Nov 2024
Nov 2024 week 45,2024Qtr 4,N​​​​​​​​​​​,False,True,4-Nov-24,202411,Nov,Qtr 4,2024,11,November,45,Nov 2024
Nov 2024 week 45,2024Qtr 4,N​​​​​​​​​​​,False,True,8-Nov-24,202411,Nov,Qtr 4,2024,11,November,45,Nov 2024
Nov 2024 week 45,2024Qtr 4,N​​​​​​​​​​​,False,True,6-Nov-24,202411,Nov,Qtr 4,2024,11,November,45,Nov 2024
Nov 2024 week 45,2024Qtr 4,N​​​​​​​​​​​,False,True,10-Nov-24,202411,Nov,Qtr 4,2024,11,November,45,Nov 2024
Nov 2024 week 46,2024Qtr 4,N​​​​​​​​​​​,False,True,11-Nov-24,202411,Nov,Qtr 4,2024,11,November,46,Nov 2024
Nov 2024 week 46,2024Qtr 4,N​​​​​​​​​​​,False,True,13-Nov-24,202411,Nov,Qtr 4,2024,11,November,46,Nov 2024
Nov 2024 week 46,2024Qtr 4,N​​​​​​​​​​​,False,True,12-Nov-24,202411,Nov,Qtr 4,2024,11,November,46,Nov 2024
Nov 2024 week 46,2024Qtr 4,N​​​​​​​​​​​,False,True,16-Nov-24,202411,Nov,Qtr 4,2024,11,November,46,Nov 2024
Nov 2024 week 46,2024Qtr 4,N​​​​​​​​​​​,False,True,14-Nov-24,202411,Nov,Qtr 4,2024,11,November,46,Nov 2024
Nov 2024 week 46,2024Qtr 4,N​​​​​​​​​​​,False,True,15-Nov-24,202411,Nov,Qtr 4,2024,11,November,46,Nov 2024
Nov 2024 week 46,2024Qtr 4,N​​​​​​​​​​​,False,True,17-Nov-24,202411,Nov,Qtr 4,2024,11,November,46,Nov 2024
Nov 2024 week 47,2024Qtr 4,N​​​​​​​​​​​,False,True,22-Nov-24,202411,Nov,Qtr 4,2024,11,November,47,Nov 2024
Nov 2024 week 47,2024Qtr 4,N​​​​​​​​​​​,False,True,20-Nov-24,202411,Nov,Qtr 4,2024,11,November,47,Nov 2024
Nov 2024 week 47,2024Qtr 4,N​​​​​​​​​​​,False,True,18-Nov-24,202411,Nov,Qtr 4,2024,11,November,47,Nov 2024
Nov 2024 week 47,2024Qtr 4,N​​​​​​​​​​​,False,True,24-Nov-24,202411,Nov,Qtr 4,2024,11,November,47,Nov 2024
Nov 2024 week 47,2024Qtr 4,N​​​​​​​​​​​,False,True,19-Nov-24,202411,Nov,Qtr 4,2024,11,November,47,Nov 2024
Nov 2024 week 47,2024Qtr 4,N​​​​​​​​​​​,False,True,21-Nov-24,202411,Nov,Qtr 4,2024,11,November,47,Nov 2024
Nov 2024 week 47,2024Qtr 4,N​​​​​​​​​​​,False,True,23-Nov-24,202411,Nov,Qtr 4,2024,11,November,47,Nov 2024
Dec 2024 week 48,2024Qtr 4,D​​​​​​​​​​​​,False,True,28-Nov-24,202412,Dec,Qtr 4,2024,12,December,48,Dec 2024
Dec 2024 week 48,2024Qtr 4,D​​​​​​​​​​​​,False,True,26-Nov-24,202412,Dec,Qtr 4,2024,12,December,48,Dec 2024
Dec 2024 week 48,2024Qtr 4,D​​​​​​​​​​​​,False,True,30-Nov-24,202412,Dec,Qtr 4,2024,12,December,48,Dec 2024
Dec 2024 week 48,2024Qtr 4,D​​​​​​​​​​​​,False,True,25-Nov-24,202412,Dec,Qtr 4,2024,12,December,48,Dec 2024
Dec 2024 week 48,2024Qtr 4,D​​​​​​​​​​​​,False,True,27-Nov-24,202412,Dec,Qtr 4,2024,12,December,48,Dec 2024
Dec 2024 week 48,2024Qtr 4,D​​​​​​​​​​​​,False,True,29-Nov-24,202412,Dec,Qtr 4,2024,12,December,48,Dec 2024
Dec 2024 week 48,2024Qtr 4,D​​​​​​​​​​​​,False,True,1-Dec-24,202412,Dec,Qtr 4,2024,12,December,48,Dec 2024
Dec 2024 week 49,2024Qtr 4,D​​​​​​​​​​​​,False,True,6-Dec-24,202412,Dec,Qtr 4,2024,12,December,49,Dec 2024
Dec 2024 week 49,2024Qtr 4,D​​​​​​​​​​​​,False,True,8-Dec-24,202412,Dec,Qtr 4,2024,12,December,49,Dec 2024
Dec 2024 week 49,2024Qtr 4,D​​​​​​​​​​​​,False,True,4-Dec-24,202412,Dec,Qtr 4,2024,12,December,49,Dec 2024
Dec 2024 week 49,2024Qtr 4,D​​​​​​​​​​​​,False,True,2-Dec-24,202412,Dec,Qtr 4,2024,12,December,49,Dec 2024
Dec 2024 week 49,2024Qtr 4,D​​​​​​​​​​​​,False,True,5-Dec-24,202412,Dec,Qtr 4,2024,12,December,49,Dec 2024
Dec 2024 week 49,2024Qtr 4,D​​​​​​​​​​​​,False,True,3-Dec-24,202412,Dec,Qtr 4,2024,12,December,49,Dec 2024
Dec 2024 week 49,2024Qtr 4,D​​​​​​​​​​​​,False,True,7-Dec-24,202412,Dec,Qtr 4,2024,12,December,49,Dec 2024
Dec 2024 week 50,2024Qtr 4,D​​​​​​​​​​​​,False,True,14-Dec-24,202412,Dec,Qtr 4,2024,12,December,50,Dec 2024
Dec 2024 week 50,2024Qtr 4,D​​​​​​​​​​​​,False,True,12-Dec-24,202412,Dec,Qtr 4,2024,12,December,50,Dec 2024
Dec 2024 week 50,2024Qtr 4,D​​​​​​​​​​​​,False,True,10-Dec-24,202412,Dec,Qtr 4,2024,12,December,50,Dec 2024
Dec 2024 week 50,2024Qtr 4,D​​​​​​​​​​​​,False,True,15-Dec-24,202412,Dec,Qtr 4,2024,12,December,50,Dec 2024
Dec 2024 week 50,2024Qtr 4,D​​​​​​​​​​​​,False,True,13-Dec-24,202412,Dec,Qtr 4,2024,12,December,50,Dec 2024
Dec 2024 week 50,2024Qtr 4,D​​​​​​​​​​​​,False,True,11-Dec-24,202412,Dec,Qtr 4,2024,12,December,50,Dec 2024
Dec 2024 week 50,2024Qtr 4,D​​​​​​​​​​​​,False,True,9-Dec-24,202412,Dec,Qtr 4,2024,12,December,50,Dec 2024
Dec 2024 week 51,2024Qtr 4,D​​​​​​​​​​​​,False,True,16-Dec-24,202412,Dec,Qtr 4,2024,12,December,51,Dec 2024
Dec 2024 week 51,2024Qtr 4,D​​​​​​​​​​​​,False,True,17-Dec-24,202412,Dec,Qtr 4,2024,12,December,51,Dec 2024
Dec 2024 week 51,2024Qtr 4,D​​​​​​​​​​​​,False,True,19-Dec-24,202412,Dec,Qtr 4,2024,12,December,51,Dec 2024
Dec 2024 week 51,2024Qtr 4,D​​​​​​​​​​​​,False,True,21-Dec-24,202412,Dec,Qtr 4,2024,12,December,51,Dec 2024
Dec 2024 week 51,2024Qtr 4,D​​​​​​​​​​​​,False,True,22-Dec-24,202412,Dec,Qtr 4,2024,12,December,51,Dec 2024
Dec 2024 week 51,2024Qtr 4,D​​​​​​​​​​​​,False,True,18-Dec-24,202412,Dec,Qtr 4,2024,12,December,51,Dec 2024
Dec 2024 week 51,2024Qtr 4,D​​​​​​​​​​​​,False,True,20-Dec-24,202412,Dec,Qtr 4,2024,12,December,51,Dec 2024
Dec 2024 week 52,2024Qtr 4,D​​​​​​​​​​​​,False,True,29-Dec-24,202412,Dec,Qtr 4,2024,12,December,52,Dec 2024
Dec 2024 week 52,2024Qtr 4,D​​​​​​​​​​​​,False,True,27-Dec-24,202412,Dec,Qtr 4,2024,12,December,52,Dec 2024
Dec 2024 week 52,2024Qtr 4,D​​​​​​​​​​​​,False,True,25-Dec-24,202412,Dec,Qtr 4,2024,12,December,52,Dec 2024
Dec 2024 week 52,2024Qtr 4,D​​​​​​​​​​​​,False,True,23-Dec-24,202412,Dec,Qtr 4,2024,12,December,52,Dec 2024
Dec 2024 week 52,2024Qtr 4,D​​​​​​​​​​​​,False,True,28-Dec-24,202412,Dec,Qtr 4,2024,12,December,52,Dec 2024
Dec 2024 week 52,2024Qtr 4,D​​​​​​​​​​​​,False,True,24-Dec-24,202412,Dec,Qtr 4,2024,12,December,52,Dec 2024
Dec 2024 week 52,2024Qtr 4,D​​​​​​​​​​​​,False,True,26-Dec-24,202412,Dec,Qtr 4,2024,12,December,52,Dec 2024
